gene_id,Symbol,Product_Description
PVP01_1002900,FRM1,"formin.1,.putative"
PVP01_1003000,N/A,CPW-WPC.family.protein
PVP01_1003100,DPM3,"dolichol-phosphate.mannosyltransferase.subunit.3,.putative"
PVP01_1003200,N/A,"CPP,UF"
PVP01_1003300,N/A,"XAP-5.DNA.binding.protein,.putative"
PVP01_1003400,N/A,"CPP,UF"
PVP01_1003500,N/A,"CPP,UF"
PVP01_1003600,N/A,"CPP,UF"
PVP01_1003700,PPT,"phosphoenolpyruvate/phosphate.translocator,.putative"
PVP01_1003800,SYN6,"SNARE.protein,.putative"
PVP01_1003900,N/A,"CPP,UF"
PVP01_1004000,N/A,"RING.zinc.finger.protein,.putative"
PVP01_1004100,N/A,"CPP,UF"
PVP01_1004200,N/A,"CPP,UF"
PVP01_1004300,N/A,tRNA.Arginine
PVP01_1004400,N/A,"cell.cycle.regulator.protein,.putative"
PVP01_1004500,N/A,"CPP,UF"
PVP01_1004600,TIC22,"apicoplast.TIC22.protein,.putative"
PVP01_1004700,ATrx2,"thioredoxin-like.protein,.putative"
PVP01_1004800,N/A,"CPP,UF"
PVP01_1004900,N/A,"CPP,UF"
PVP01_1005000,N/A,"nucleolar.preribosomal.GTPase,.putative"
PVP01_1005100,CYP23,"peptidyl-prolyl.cis-trans.isomerase,.putative"
PVP01_1005200,N/A,"CPP,UF"
PVP01_1005300,CPalpha,"F-actin-capping.protein.subunit.alpha,.putative"
PVP01_1005400,DHHC7,"palmitoyltransferase.DHHC7,.putative"
PVP01_1005500,N/A,"CPP,UF"
PVP01_1005600,EIF3E,"eukaryotic.translation.initiation.factor.3.subunit.E,.putative"
PVP01_1005700,N/A,"AP-1.complex.subunit.beta,.putative"
PVP01_1005800,UMP1,"proteasome.maturation.factor.UMP1,.putative"
PVP01_1005900,DDX41,"ATP-dependent.RNA.helicase.DDX41,.putative"
PVP01_1006000,N/A,tRNA.Leucine
PVP01_1006100,N/A,tRNA.Glutamic.acid
PVP01_1006200,N/A,"CPP,UF"
PVP01_1006300,HIP,"Hsc70-interacting.protein,.putative"
PVP01_1006400,N/A,"CPP,UF"
PVP01_1006500,METAP1a,"methionine.aminopeptidase.1a,.putative"
PVP01_1006600,USP14,"ubiquitin.carboxyl-terminal.hydrolase.14,.putative"
PVP01_1006700,UBC13,"ubiquitin-conjugating.enzyme.E2.N,.putative"
PVP01_1006800,MCM3,"DNA.replication.licensing.factor.MCM3,.putative"
PVP01_1006900,N/A,"transmembrane.emp24.domain-containing.protein,.putative"
PVP01_1007000,N/A,"CPP,UF"
PVP01_1007100,N/A,"conserved.protein,.unknown.function"
PVP01_1007200,N/A,"CPP,UF"
PVP01_1007250,,
PVP01_1007300,N/A,"CPP,UF"
PVP01_1007400,N/A,"CPP,UF"
PVP01_1007500,N/A,"WD.repeat-containing.protein,.putative"
PVP01_1007600,ARF-GAP,"ADP-ribosylation.factor.GTPase-activating.protein,.putative"
PVP01_1007700,N/A,"CPP,UF"
PVP01_1007800,N/A,"RAP.protein,.putative"
PVP01_1007900,NEK2,"NIMA.related.kinase.2,.putative"
PVP01_1008000,IMC1g,"inner.membrane.complex.protein.1g,.putative"
PVP01_1008100,N/A,"CPP,UF"
PVP01_1008200,N/A,"RNA.methyltransferase,.putative"
PVP01_1008300,N/A,"WD.repeat-containing.protein,.putative"
PVP01_1008400,N/A,"G-protein.coupled.receptor,.putative"
PVP01_1008500,N/A,"CPP,UF"
PVP01_1008600,SMC6,"structural.maintenance.of.chromosomes.protein.6,.putative"
PVP01_1008700,ACS10,"acyl-CoA.synthetase,.putative"
PVP01_1008800,N/A,"zinc.finger.protein,.putative"
PVP01_1008900,TYW1,"S-adenosyl-L-methionine-dependent.tRNA.4-demethylwyosine.synthase,.putative"
PVP01_1009000,N/A,"CPP,UF"
PVP01_1009100,UFD1,"ubiquitin.fusion.degradation.protein.1,.putative"
PVP01_1009200,TOM22,"mitochondrial.import.receptor.subunit.TOM22,.putative"
PVP01_1009300,N/A,"50S.ribosomal.protein.L12,.apicoplast,.putative"
PVP01_1009400,N/A,"CPP,UF"
PVP01_1009500,RBG1,"ribosome-interacting.GTPase.1,.putative"
PVP01_1009600,N/A,"CPP,UF"
PVP01_1009700,N/A,"CPP,UF"
PVP01_1009800,N/A,"CPP,UF"
PVP01_1009900,N/A,"karyopherin.beta,.putative"
PVP01_1010000,N/A,"CPP,UF"
PVP01_1010100,N/A,"transporter,.putative"
PVP01_1010200,N/A,"CPP,UF"
PVP01_1010300,N/A,"CPP,UF"
PVP01_1010400,N/A,"dynein.light.chain.Tctex-type,.putative"
PVP01_1010500,N/A,"DnaJ.protein,.putative"
PVP01_1010600,N/A,"CPP,UF"
PVP01_1010700,N/A,"CPP,UF"
PVP01_1010800,N/A,"mitochondrial-processing.peptidase.subunit.alpha,.putative"
PVP01_1010900,MDR1,"multidrug.resistance.protein.1,.putative"
PVP01_1011000,N/A,"zinc.finger.protein,.putative"
PVP01_1011100,BUD31,"pre-mRNA-splicing.factor.BUD31,.putative"
PVP01_1011200,SufA,iron-sulfur.assembly.protein
PVP01_1011300,N/A,"inner.membrane.complex.protein,.putative"
PVP01_1011400,RPL17,"50S.ribosomal.protein.L17,.apicoplast,.putative"
PVP01_1011500,N/A,"CPP,UF"
PVP01_1011600,N/A,"18S.rRNA.(guanine-N(7))-methyltransferase,.putative"
PVP01_1011700,TAF10,"transcription.initiation.factor.TFIID.subunit.10,.putative"
PVP01_1011800,N/A,"CPP,UF"
PVP01_1011900,N/A,"CPP,UF"
PVP01_1012000,N/A,"CPP,UF"
PVP01_1012100,N/A,"AFG1-like.ATPase,.putative"
PVP01_1012200,DDX1,"ATP-dependent.RNA.helicase.DDX1,.putative"
PVP01_1012300,N/A,"CPP,UF"
PVP01_1012400,N/A,"ribosomal.large.subunit.pseudouridylate.synthase,.putative"
PVP01_1012500,N/A,"CPP,UF"
PVP01_1012600,N/A,"zinc.finger.protein,.putative"
PVP01_1012700,N/A,"CPP,UF"
PVP01_1012800,N/A,"CPP,UF"
PVP01_1012900,N/A,"CPP,UF"
PVP01_1013000,SAHH,"adenosylhomocysteinase,.putative"
PVP01_1013100,N/A,"CPP,UF"
PVP01_1013200,N/A,"CDC73.domain-containing.protein,.putative"
PVP01_1013300,N/A,"bis(5'-nucleosyl)-tetraphosphatase.[asymmetrical],.putative"
PVP01_1013400,N/A,"phosphomethylpyrimidine.kinase,.putative"
PVP01_1013500,N/A,"single-stranded.DNA-binding.protein,.putative"
PVP01_1013600,N/A,"U6.snRNA-associated.Sm-like.protein.LSm2,.putative"
PVP01_1013700,N/A,"CPP,UF"
PVP01_1013800,N/A,"protein.phosphatase.2C,.putative"
PVP01_1013900,RPS9,"40S.ribosomal.protein.S9,.putative"
PVP01_1014000,N/A,"CPP,UF"
PVP01_1014100,N/A,"EELM2.domain-containing.protein,.putative"
PVP01_1014200,N/A,"FoP.domain-containing.protein,.putative"
PVP01_1014300,N/A,"zinc.finger.protein,.putative"
PVP01_1014400,CCR4,"carbon.catabolite.repressor.protein.4,.putative"
PVP01_1014500,RPS24,"40S.ribosomal.protein.S24,.putative"
PVP01_1014600,COX10,"protoheme.IX.farnesyltransferase,.putative"
PVP01_1014700,N/A,"V-type.proton.ATPase.16.kDa.proteolipid.subunit,.putative"
PVP01_1014800,N/A,"50S.ribosomal.protein.L14,.mitochondrial,.putative"
PVP01_1014900,SLBP,"histone.RNA.hairpin-binding.protein,.putative"
PVP01_1015000,N/A,"CPP,UF"
PVP01_1015100,PSOP13,"secreted.ookinete.protein,.putative"
PVP01_1015200,PUF1,"mRNA-binding.protein.PUF1,.putative"
PVP01_1015300,WDR26,"WD.repeat-containing.protein.26,.putative"
PVP01_1015400,DDX23,"ATP-dependent.RNA.helicase.DDX23,.putative"
PVP01_1015500,CYC3,"cyclin,.putative"
PVP01_1015600,N/A,"proteasome.subunit.beta.type-1,.putative"
PVP01_1015700,MDM2,"SWIB/MDM2.domain-containing.protein,.putative"
PVP01_1015800,N/A,"RAP.protein,.putative"
PVP01_1015900,N/A,"NOSIP.domain-containing.protein,.putative"
PVP01_1016000,N/A,"zinc.finger.protein,.putative"
PVP01_1016100,AP2-Q,"AP2.domain.transcription.factor.AP2-Q,.putative"
PVP01_1016200,DCX,"apicortin,.putative"
PVP01_1016300,EIF3B,"eukaryotic.translation.initiation.factor.3.subunit.B,.putative"
PVP01_1016400,CPbeta,"F-actin-capping.protein.subunit.beta,.putative"
PVP01_1016500,N/A,"UTP--glucose-1-phosphate.uridylyltransferase,.putative"
PVP01_1016600,FACT-L,"FACT.complex.subunit.SPT16,.putative"
PVP01_1016700,SR1,"serine/arginine-rich.splicing.factor.1,.putative"
PVP01_1016800,N/A,"CPP,UF"
PVP01_1016900,N/A,"CPP,UF"
PVP01_1017000,N/A,"60S.ribosomal.protein.L12,.putative"
PVP01_1017100,RPL2,"60S.ribosomal.protein.L2,.putative"
PVP01_1017200,AP2-O2,"AP2.domain.transcription.factor.AP2-O2,.putative"
PVP01_1017300,N/A,"ubiquitin.carboxyl-terminal.hydrolase.2,.putative"
PVP01_1017400,MB2,translation.initiation.factor.IF-2
PVP01_1017500,MFS1,"major.facilitator.superfamily.domain-containing.protein,.putative"
PVP01_1017600,PhLP3,"phosducin-like.protein,.putative"
PVP01_1017700,N/A,"tRNA.pseudouridine.synthase,.putative"
PVP01_1017800,RPS11,"40S.ribosomal.protein.S11,.putative"
PVP01_1017900,N/A,"RAP.protein,.putative"
PVP01_1018000,NIF2,"NLI.interacting.factor-like.phosphatase,.putative"
PVP01_1018100,N/A,"BolA-like.protein,.putative"
PVP01_1018200,GAP40,"glideosome-associated.protein.40,.putative"
PVP01_1018300,N/A,"CPP,UF"
PVP01_1018400,N/A,"amino.acid.transporter,.putative"
PVP01_1018500,N/A,"CPP,UF"
PVP01_1018600,PI3K,"phosphatidylinositol.3-kinase,.putative"
PVP01_1018700,N/A,"CPP,UF"
PVP01_1018800,ROM9,"rhomboid.protease.ROM9,.putative"
PVP01_1018900,CWC2,"pre-mRNA-splicing.factor.CWC2,.putative"
PVP01_1019000,N/A,"CPP,UF"
PVP01_1019100,N/A,"inositol.polyphosphate.multikinase,.putative"
PVP01_1019200,N/A,"MORN.repeat.protein,.putative"
PVP01_1019300,N/A,"ribose-5-phosphate.isomerase,.putative"
PVP01_1019400,N/A,"CPP,UF"
PVP01_1019500,N/A,tRNA.Phenylalanine
PVP01_1019600,N/A,"aspartate--tRNA.ligase,.putative"
PVP01_1019700,N/A,"CPP,UF"
PVP01_1019800,UvrD,"ATP-dependent.DNA.helicase.UvrD,.putative"
PVP01_1019900,N/A,"tubulin--tyrosine.ligase,.putative"
PVP01_1020000,N/A,"CPP,UF"
PVP01_1020100,RAB1a,"ras-related.protein.Rab-1A,.putative"
PVP01_1020200,PSOP12,"secreted.ookinete.protein,.putative"
PVP01_1020300,N/A,"deoxyribodipyrimidine.photo-lyase,.putative"
PVP01_1020400,PAM16,"mitochondrial.import.inner.membrane.translocase.subunit.TIM16,.putative"
PVP01_1020500,N/A,"GTP-binding.protein,.putative"
PVP01_1020600,PNP,"purine.nucleoside.phosphorylase,.putative"
PVP01_1020700,N/A,"CPP,UF"
PVP01_1020800,N/A,"CPP,UF"
PVP01_1020900,N/A,"CPP,UF"
PVP01_1021000,AKAL,"AKAP-like.protein,.putative"
PVP01_1021100,N/A,"CPP,UF"
PVP01_1021200,OPRT,"orotate.phosphoribosyltransferase,.putative"
PVP01_1021300,RAB1b,"ras-related.protein.Rab-1B,.putative"
PVP01_1021400,N/A,"CPP,UF"
PVP01_1021500,N/A,"CPP,UF"
PVP01_1021600,N/A,"CPP,UF"
PVP01_1021700,MAT1,"CDK-activating.kinase.assembly.factor.MAT1,.putative"
PVP01_1021800,GS,"glutathione.synthetase,.putative"
PVP01_1021900,N/A,"CPP,UF"
PVP01_1022000,N/A,"prefoldin.subunit.6,.putative"
PVP01_1022100,N/A,"CPP,UF"
PVP01_1022200,INO1,"inositol-3-phosphate.synthase,.putative"
PVP01_1022300,CGI121,"EKC/KEOPS.complex.subunit.CGI121,.putative"
PVP01_1022400,ARNP,"apical.rhoptry.neck.protein,.putative"
PVP01_1022500,N/A,"RNA.pseudouridylate.synthase,.putative"
PVP01_1022600,N/A,"CPP,UF"
PVP01_1022700,N/A,"MORN.repeat.protein,.putative"
PVP01_1022800,SCD,"stearoyl-CoA.desaturase,.putative"
PVP01_1022900,N/A,"CPP,UF"
PVP01_1023000,TCTP,"translationally-controlled.tumor.protein.homolog,.putative"
PVP01_1023100,N/A,small.nucleolar.RNA.snoR04
PVP01_1023200,N/A,"WD.repeat-containing.protein,.putative"
PVP01_1023300,N/A,"CPP,UF"
PVP01_1023400,N/A,tRNA.Leucine
PVP01_1023500,N/A,"topoisomerase.I,.putative"
PVP01_1023600,N/A,"PDCD2.domain-containing.protein,.putative"
PVP01_1023700,SIP,"stripes.inner.membrane.complex.protein,.putative"
PVP01_1023800,CYP87,"peptidyl-prolyl.cis-trans.isomerase,.putative"
PVP01_1023900,N/A,"CPP,UF"
PVP01_1024000,N/A,"CPP,UF"
PVP01_1024100,N/A,"CPP,UF"
PVP01_1024200,PI4K,"phosphatidylinositol.4-kinase,.putative"
PVP01_1024300,N/A,"CPP,UF"
PVP01_1024400,N/A,"asparagine--tRNA.ligase,.putative"
PVP01_1024500,N/A,"ERCC4.domain-containing.protein,.putative"
PVP01_1024600,RNAPI,"RNA.polymerase.I,.putative"
PVP01_1024700,N/A,"CPP,UF"
PVP01_1024800,LRR2,leucine-rich.repeat.protein
PVP01_1024900,SMC4,"structural.maintenance.of.chromosomes.protein.4,.putative"
PVP01_1025000,N/A,"alpha-soluble.NSF.attachment.protein,.putative"
PVP01_1025100,N/A,"CPP,UF"
PVP01_1025200,SSB,"single-strand.binding.protein,.putative"
PVP01_1025300,PRP5,"pre-mRNA-processing.ATP-dependent.RNA.helicase.PRP5,.putative"
PVP01_1025400,N/A,"CPP,UF"
PVP01_1025500,RCC1,"guanidine.nucleotide.exchange.factor,.putative"
PVP01_1025600,N/A,"conserved.protein,.unknown.function"
PVP01_1025700,TPT,"triose.phosphate.transporter,.putative"
PVP01_1025800,N/A,"longevity-assurance.(LAG1).protein,.putative"
PVP01_1025900,SET9,"SET.domain.protein,.putative"
PVP01_1026000,P38,6-cysteine.protein
PVP01_1026100,N/A,"CPP,UF"
PVP01_1026200,N/A,"CPP,UF"
PVP01_1026300,NPL4,"nuclear.protein.localization.protein.4,.putative"
PVP01_1026400,CAF40,"cell.differentiation.protein,.putative"
PVP01_1026500,SUB1,subtilisin-like.protease.1
PVP01_1026600,N/A,"CPP,UF"
PVP01_1026700,PIMMS2,"PIMMS2.protein,.putative"
PVP01_1026800,SUB3,"subtilisin-like.protease.3,.putative"
PVP01_1026900,RPL4,"60S.ribosomal.protein.L4,.putative"
PVP01_1027000,N/A,"CPP,UF"
PVP01_1027100,ROM4,"rhomboid.protease.ROM4,.putative"
PVP01_1027200,TCF25,"transcription.factor.25,.putative"
PVP01_1027300,N/A,"GTPase-activating.protein,.putative"
PVP01_1027400,N/A,"histone.deacetylase,.putative"
PVP01_1027500,N/A,"CPP,UF"
PVP01_1027600,N/A,"CPP,UF"
PVP01_1027700,N/A,"CPP,UF"
PVP01_1027800,TBP,"TATA-box-binding.protein,.putative"
PVP01_1027900,N/A,"60S.ribosomal.subunit.protein.L24,.putative"
PVP01_1028000,N/A,"CPP,UF"
PVP01_1028100,N/A,"CPP,UF"
PVP01_1028200,SUMO,"small.ubiquitin-related.modifier,.putative"
PVP01_1028300,N/A,"CPP,UF"
PVP01_1028400,N/A,"CPP,UF"
PVP01_1028500,MSH6,"DNA.mismatch.repair.protein.MSH6,.putative"
PVP01_1028600,N/A,"CPP,UF"
PVP01_1028700,N/A,"UDP-N-acetylglucosamine.transporter,.putative"
PVP01_1028800,ALP2b,"actin-like.protein,.putative"
PVP01_1028900,TRS85,"trafficking.protein.particle.complex.subunit.8,.putative"
PVP01_1029000,N/A,"CPP,UF"
PVP01_1029100,N/A,"conserved.protein,.unknown.function"
PVP01_1029200,N/A,"CPP,UF"
PVP01_1029300,CEP120,"centrosomal.protein.CEP120,.putative"
PVP01_1029400,BCKDHB,"2-oxoisovalerate.dehydrogenase.subunit.beta,.mitochondrial,.putative"
PVP01_1029500,N/A,"MOLO1.domain-containing.protein,.putative"
PVP01_1029600,N/A,"ATP-dependent.helicase,.putative"
PVP01_1029700,N/A,"CPP,UF"
PVP01_1029800,DDX27,"ATP-dependent.RNA.helicase.DDX27,.putative"
PVP01_1029900,N/A,"AN1-type.zinc.finger.protein,.putative"
PVP01_1030000,ATPase3,"cation.transporting.P-ATPase,.putative"
PVP01_1030100,N/A,"CPP,UF"
PVP01_1030200,RPL31,"60S.ribosomal.protein.L31,.putative"
PVP01_1030300,MyoB,"myosin.B,.putative"
PVP01_1030400,N/A,"protein.kinase,.putative"
PVP01_1030500,ADF1,"actin-depolymerizing.factor.1,.putative"
PVP01_1030600,SRSF12,"serine/arginine-rich.splicing.factor.12,.putative"
PVP01_1030700,N/A,hypothetical.protein
PVP01_1030800,N/A,hypothetical.protein
PVP01_1030900,MSP3.11,merozoite.surface.protein.3
PVP01_1031000,MSP3.10,merozoite.surface.protein.3
PVP01_1031100,MSP3G,merozoite.surface.protein.3
PVP01_1031200,MSP3.9,merozoite.surface.protein.3
PVP01_1031300,MSP3.8,merozoite.surface.protein.3
PVP01_1031400,MSP3.5,merozoite.surface.protein.3
PVP01_1031500,MSP3.3,merozoite.surface.protein.3
PVP01_1031600,MSP3.2,merozoite.surface.protein.3
PVP01_1031700,MSP3.1,merozoite.surface.protein.3
PVP01_1031800,N/A,"CPP,UF"
PVP01_1031900,IspE,"4-diphosphocytidyl-2-C-methyl-D-erythritol.kinase,.putative"
PVP01_1032000,N/A,"50S.ribosomal.protein.L28,.apicoplast,.putative"
PVP01_1032100,N/A,"Tim10/DDP.family.zinc.finger.protein,.putative"
PVP01_1032200,N/A,"DnaJ.protein,.putative"
PVP01_1032300,N/A,"CPP,UF"
PVP01_1032400,N/A,"CPP,UF"
PVP01_1032500,N/A,"CPP,UF"
PVP01_1032600,MSP8,"merozoite.surface.protein.8,.putative"
PVP01_1032700,N/A,"CPP,UF"
PVP01_1032800,MPV17,"protein.Mpv17,.putative"
PVP01_1032900,N/A,HCNGP-like.protein
PVP01_1033000,VPS11,"vacuolar.protein.sorting-associated.protein.11,.putative"
PVP01_1033100,N/A,"conserved.protein,.unknown.function"
PVP01_1033200,CAF1,"chromosome.assembly.factor.1,.putative"
PVP01_1033300,N/A,"anaphase.promoting.complex.subunit,.putative"
PVP01_1033400,RAP2,rhoptry-associated.protein.2
PVP01_1033500,N/A,"PEP,UF"
PVP01_1033600,SBP1,"skeleton-binding.protein.1,.putative"
PVP01_1033700,N/A,"PEP,UF"
PVP01_1033800,TRAG17,tryptophan-rich.protein
PVP01_1033900,TRAG18,tryptophan-rich.protein
PVP01_1034000,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_1034100,N/A,"PEP,UF"
PVP01_1034200,N/A,"PEP,UF"
PVP01_1034300,N/A,"esterase,.putative"
PVP01_1034400,N/A,"PEP,UF"
PVP01_1034500,N/A,PIR.protein
PVP01_1034600,N/A,PIR.protein
PVP01_1034700,N/A,"PIR.protein,.pseudogene"
PVP01_1034800,N/A,PIR.protein
PVP01_1034900,N/A,PIR.protein
PVP01_1035000,N/A,PIR.protein
PVP01_1035100,N/A,PIR.protein
PVP01_1035200,N/A,PIR.protein
PVP01_1035300,N/A,PIR.protein
PVP01_1035400,N/A,PIR.protein
PVP01_1035500,N/A,"PEP,UF"
PVP01_1035600,N/A,"PEP,UF"
PVP01_1035700,N/A,"PEP,UF,.pseudogene"
PVP01_1035800,N/A,"PEP,UF"
PVP01_1035900,N/A,"PEP,UF"
PVP01_1036000,N/A,"PEP,UF"
PVP01_1036100,N/A,PIR.protein
PVP01_1100100,N/A,"PEP,UF"
PVP01_1100200,N/A,PIR.protein
PVP01_1100300,N/A,PIR.protein
PVP01_1100400,N/A,PIR.protein
PVP01_1100500,N/A,PIR.protein
PVP01_1100600,N/A,"PIR.protein,.pseudogene"
PVP01_1100700,N/A,PIR.protein
PVP01_1100800,N/A,PIR.protein
PVP01_1100900,N/A,PIR.protein
PVP01_1101000,N/A,PIR.protein
PVP01_1101100,N/A,PIR.protein
PVP01_1101200,N/A,"PIR.protein,.pseudogene"
PVP01_1101300,N/A,"PEP,UF"
PVP01_1101400,TRAG19,tryptophan-rich.protein
PVP01_1101500,N/A,"PEP,UF"
PVP01_1101600,N/A,"PEP,UF"
PVP01_1101700,N/A,"CPP,UF"
PVP01_1101800,N/A,tRNA.Glycine
PVP01_1101900,N/A,tRNA.Cysteine
PVP01_1102000,N/A,tRNA.Arginine
PVP01_1102100,N/A,tRNA.Tryptophan
PVP01_1102200,N/A,tRNA.Arginine
PVP01_1102300,N/A,"U2.small.nuclear.ribonucleoprotein.A',.putative"
PVP01_1102400,N/A,"CPP,UF"
PVP01_1102500,N/A,"CPP,UF"
PVP01_1102600,N/A,"CPP,UF"
PVP01_1102700,N/A,"CPP,UF"
PVP01_1102800,N/A,"CPP,UF"
PVP01_1102900,N/A,"CPP,UF"
PVP01_1103000,GPAA1,"glycosylphosphatidylinositol.anchor.attachment.1.protein,.putative"
PVP01_1103100,N/A,"CPP,UF"
PVP01_1103200,ERCC4,"DNA.repair.endonuclease,.putative"
PVP01_1103300,N/A,"mitochondrial.carrier.protein,.putative"
PVP01_1103400,TIM9,"mitochondrial.import.inner.membrane.translocase.subunit.TIM9,.putative"
PVP01_1103500,N/A,"CPP,UF"
PVP01_1103600,N/A,"CPP,UF"
PVP01_1103700,N/A,"CPP,UF"
PVP01_1103800,ABCE1,"ABC.transporter.E.family.member.1,.putative"
PVP01_1103900,RPN11,"26S.proteasome.regulatory.subunit.RPN11,.putative"
PVP01_1104000,N/A,"CPP,UF"
PVP01_1104100,N/A,"CPP,UF"
PVP01_1104200,PSOP2,"secreted.ookinete.protein,.putative"
PVP01_1104300,AlaRS,"alanine--tRNA.ligase,.putative"
PVP01_1104400,N/A,"ribosome.biogenesis.protein.MRT4,.putative"
PVP01_1104500,N/A,"NADH-cytochrome.b5.reductase,.putative"
PVP01_1104600,N/A,"CPP,UF"
PVP01_1104700,N/A,"CPP,UF"
PVP01_1104800,N/A,"CLAMP.domain-containing.protein,.putative"
PVP01_1104900,SNP1,"U1.small.nuclear.ribonucleoprotein.70.kDa.homolog,.putative"
PVP01_1105000,SKP1,"suppressor.of.kinetochore.protein.1,.putative"
PVP01_1105100,N/A,"CPP,UF"
PVP01_1105200,N/A,"phosphatidylserine.synthase,.putative"
PVP01_1105300,N/A,"CPP,UF"
PVP01_1105400,SRPR-alpha,"signal.recognition.particle.receptor.subunit.alpha,.putative"
PVP01_1105500,NDK,"nucleoside.diphosphate.kinase,.putative"
PVP01_1105600,RHOP148,"rhoptry.protein.RHOP148,.putative"
PVP01_1105700,N/A,"CPP,UF"
PVP01_1105800,N/A,"CPP,UF"
PVP01_1105900,DIP13,"DIP13.homolog,.putative"
PVP01_1106000,N/A,"CPP,UF"
PVP01_1106100,N/A,"ubiquitin-60S.ribosomal.protein.L40,.putative"
PVP01_1106200,N/A,"CPP,UF"
PVP01_1106300,N/A,"SNARE.associated.Golgi.protein,.putative"
PVP01_1106400,N/A,"DNA.topoisomerase.VI,.b.subunit,.putative"
PVP01_1106500,GCVT,"glycine.cleavage.system.T.protein,.putative"
PVP01_1106600,Uba2,"ubiquitin-activating.enzyme,.putative"
PVP01_1106700,N/A,"CPP,UF"
PVP01_1106800,N/A,"CPP,UF"
PVP01_1106900,N/A,"50S.ribosomal.protein.L17,.putative"
PVP01_1107000,N/A,"CPP,UF"
PVP01_1107100,FC,"ferrochelatase,.putative"
PVP01_1107200,RPB5,"DNA-directed.RNA.polymerases.I,.II,.and.III.subunit.RPABC1,.putative"
PVP01_1107300,N/A,"WD.repeat-containing.protein,.putative"
PVP01_1107400,N/A,"aldehyde.reductase,.putative"
PVP01_1107500,RRP45,"exosome.complex.component.RRP45,.putative"
PVP01_1107600,N/A,"CPP,UF"
PVP01_1107700,PRP16,"pre-mRNA-splicing.factor.ATP-dependent.RNA.helicase.PRP16,.putative"
PVP01_1107800,N/A,"CPP,UF"
PVP01_1107900,P92,6-cysteine.protein
PVP01_1108000,N/A,"CPP,UF"
PVP01_1108100,RTN1,"reticulon-like.protein,.putative"
PVP01_1108200,GEX1,"nuclear.fusion.protein,.putative"
PVP01_1108300,N/A,"CPP,UF"
PVP01_1108400,N/A,"CPP,UF"
PVP01_1108500,N/A,"DNase.I-like.protein,.putative"
PVP01_1108600,DOA1,"polyubiquitin.binding.protein,.putative"
PVP01_1108700,N/A,"50S.ribosomal.protein.L9,.mitochondrial,.putative"
PVP01_1108800,PNKP,"bifunctional.polynucleotide.phosphatase/kinase,.putative"
PVP01_1108900,N/A,"CPP,UF"
PVP01_1109000,N/A,"CPP,UF"
PVP01_1109100,N/A,"CPP,UF"
PVP01_1109200,N/A,"CPP,UF"
PVP01_1109300,N/A,"CPP,UF"
PVP01_1109400,N/A,"CPP,UF"
PVP01_1109500,N/A,"exonuclease,.putative"
PVP01_1109600,N/A,"calpain,.putative"
PVP01_1109700,N/A,"conserved.protein,.unknown.function"
PVP01_1109800,RUVB3,"RuvB-like.helicase.3,.putative"
PVP01_1109900,14-3-3II,"14-3-3.protein,.putative"
PVP01_1110000,N/A,"CPP,UF"
PVP01_1110100,PCNA1,"proliferating.cell.nuclear.antigen.1,.putative"
PVP01_1110200,GAC,"glideosome-associated.connector,.putative"
PVP01_1110300,N/A,"cytochrome.c.oxidase.subunit.2,.putative"
PVP01_1110400,YfhJ,"Fe-S.assembly.protein.IscX,.putative"
PVP01_1110500,N/A,"CPP,UF"
PVP01_1110600,ADF2,"actin-depolymerizing.factor.2,.putative"
PVP01_1110700,N/A,"CPP,UF"
PVP01_1110800,N/A,"CPP,UF"
PVP01_1110900,SEC24A,"protein.transport.protein.Sec24A,.putative"
PVP01_1111000,PRMT5,"protein.arginine.N-methyltransferase.5,.putative"
PVP01_1111100,N/A,"RNA-binding.protein,.putative"
PVP01_1111200,N/A,"falcilysin,.putative"
PVP01_1111300,PIAS,"E3.SUMO-protein.ligase.PIAS,.putative"
PVP01_1111400,GCbeta,"guanylyl.cyclase.beta,.putative"
PVP01_1111500,N/A,"CPP,UF"
PVP01_1111600,N/A,"CPP,UF"
PVP01_1111700,EMC3,"ER.membrane.protein.complex.subunit.3,.putative"
PVP01_1111800,N/A,"RNA-binding.protein,.putative"
PVP01_1111900,N/A,"CPP,UF"
PVP01_1112000,N/A,"CPP,UF"
PVP01_1112100,N/A,"ADP-ribosylation.factor,.putative"
PVP01_1112200,N/A,"CPP,UF"
PVP01_1112300,N/A,"CPP,UF"
PVP01_1112400,N/A,"CPP,UF"
PVP01_1112500,CELF1,"CUGBP.Elav-like.family.member.1,.putative"
PVP01_1112600,DIS3,"exosome.complex.exonuclease.RRP44,.putative"
PVP01_1112700,HMGB4,"high.mobility.group.protein.B4,.putative"
PVP01_1112800,N/A,"riboflavin.kinase,.putative"
PVP01_1112900,N/A,"CPP,UF"
PVP01_1113000,N/A,"GTP-binding.protein,.putative"
PVP01_1113100,RPS15,"40S.ribosomal.protein.S15,.putative"
PVP01_1113200,YOP1L,"YOP1-like.protein,.putative"
PVP01_1113300,N/A,"zinc.finger.protein,.putative"
PVP01_1113400,N/A,"zinc.finger.protein,.putative"
PVP01_1113500,N/A,"CPP,UF"
PVP01_1113600,ROM7,"rhomboid.protease.ROM7,.putative"
PVP01_1113700,N/A,"CPP,UF"
